word,transcription,definition,note
𐀀-𐀔-𐀶-𐀙,a-ma-tu-na,deity name,
𐀀-𐀕-𐀀,a-me-a,•anthroponym KN Da: a-ke-e-to LANA: KN Od OVIS: KN Da pa-i-to: KN Od? ra-su-to: KN Da ,
𐀀-𐀕-𐀊,a-me-ja,•anthroponym ⇔ (-to genitive) a-te-mi-to e-mi-to me-ri-to o-we-to •genitive of a-me-ja a-me-ja KN F: a-e-da-do-rohapax anthroponym a-ta-ti-nu anthroponym a-me-ja-to PY Sa: a-re-to-tohapax genitive anthroponym a-te-wo-johapax genitive anthroponym e-ke-i-jo-johapax genitive anthroponym [[e-pi-wo-qa-ta-o]]hapax genitive anthroponym [[ke-ro-ke-re-we-o]]hapax genitive anthroponym [[qa-sa-re-o]]hapax genitive anthroponym [[se-we-ri-ko-jo]]hapax genitive anthroponym tu-ri-si-jo-jogenitive ethnic [[wo-ro-ko-jo]]hapax genitive anthroponym etc. PY Sa: ROTA+TE ,
𐀀-𐀕-𐀊-𐀯,a-me-ja-si,•anthroponym ,
𐀀-𐀕-𐀜,a-me-no,•anthroponym ⇔ Ἄρμενος Ἄσμενος Ἀμείνων ,
𐀀-𐀕-𐀵,a-me-to,•anthroponym ,
𐀀-𐀖-𐀊,a-mi-ja,•anthroponym ,
𐀀-𐀖-𐀐-𐀳-𐀵,a-mi-ke-te-to,•anthroponym? LANA: KN Od ,
𐀀-𐀖-𐀛-𐀰,a-mi-ni-so,amnesos (placename),
𐀀-𐀖-𐀛-𐀰,a-mi-ni-so,Chadwick & Ventris 1959: toponym Amnisos 'Αμνισος Toponym: a-mi-ni-so Ethnics: a-mi-ni-si-jo a-mi-ni-si-ja Allative: a-mi-ni-so-de Appears as a-mi-ni-so  / pa-si-te-o-i on KN Fp 1+. Appears as a-mi-ni-so-de  / pa-si-te-o-i on KN Fp 48. (see also KN Ga 953+) Appears as a-mi-ni-so ke-re-na on KN M 719. Appears as [[pa-ze]]  a-mi-ni-so on KN V 114+ verso. a-mi-ni-si-ja (KN E): ko-no-si-jaethnic pa-i-ti-jaethnic a-mi-ni-si-jo (KN Am): ko-no-si-joethnic do-e-ra: KN Ai GRA: KN E ko-wo: KN Ak LUNA: KN E M: KN Og? MA: KN Ga? ME+RI: KN Gg MUL: KN Ai? OLE: KN Fh KN Fp VIR: KN Am PY An *146: KN M? ku-pe-se-ro: KN Og? me-to-rera-su-to: KN Og? ne-ri-wa-to: KN Og? ,
𐀀-𐀖-𐀛-𐀰,a-mi-ni-so,Chadwick & Ventris 1959: toponym Amnisos 'Αμνισος Toponym: a-mi-ni-so Ethnics: a-mi-ni-si-jo a-mi-ni-si-ja Allative: a-mi-ni-so-de Appears as a-mi-ni-so  / pa-si-te-o-i on KN Fp 1+. Appears as a-mi-ni-so-de  / pa-si-te-o-i on KN Fp 48. (see also KN Ga 953+) Appears as a-mi-ni-so ke-re-na on KN M 719. Appears as [[pa-ze]]  a-mi-ni-so on KN V 114+ verso. a-mi-ni-si-ja (KN E): ko-no-si-jaethnic pa-i-ti-jaethnic a-mi-ni-si-jo (KN Am): ko-no-si-joethnic do-e-ra: KN Ai GRA: KN E ko-wo: KN Ak LUNA: KN E M: KN Og? MA: KN Ga? ME+RI: KN Gg MUL: KN Ai? OLE: KN Fh KN Fp VIR: KN Am PY An *146: KN M? ku-pe-se-ro: KN Og? me-to-rera-su-to: KN Og? ne-ri-wa-to: KN Og? ,
𐀀-𐀖-𐀝-𐀷-𐀲,a-mi-nu-wa-ta,•anthroponym •variant spelling? ,
𐀀-𐀖-𐀯-𐀊,a-mi-si-ja,•probable defective spelling of a-mi-ni-si-ja ,
𐀀-𐀖-𐀵-𐀜,a-mi-to-no,•anthroponym Appears as a-mi-to-no / pi-ri-te  a-ra-ru-wo-a on KN Ra 1543+. PUG: KN Ra? ,
𐀀-𐀗,a-mo,•wheel ⇔ ἃρματα 'chariot' •dative plural of a-mo Iliad IV.365: [...] ὑπέρθυμον Διομήδεα ἑσταότ᾽ἔν θ᾽ἵπποισι καὶ ἅρμασι κολλητοισι [...] [...] Diomedes high of heart as he stood his horse and jointed chariot [...] Duhoux 2008 (KN So): this word could point to the wheels together with their axle. Its etymological meaning (from the root used in ἀραρίσκω 'fit') must have been 'set of assembled parts'. See more on p. 275 •nominative plural of a-mo •nominative dual of a-mo  ,
𐀀-𐀗-𐀂-𐀋-𐀵,a-mo-i-je-to,•probably two words 'chariot'? + 'is being sent' TBD (p. 406)  Palmer Leonard R. 1963 The Interpretation of Mycenaean Greek Texts,
𐀀-𐀗-𐀐-𐀩,a-mo-ke-re,(as a-mo-ke-re[-we?]) •anthroponym in -klewēs? ,
𐀀-𐀗-𐀨-𐀔,a-mo-ra-ma,•'rations supplies' ⇔ ἁρμαλιά ,
𐀀-𐀗-𐀲,a-mo-ta,wheels,
𐀀-𐀗-𐀲-𐀍,a-mo-ta-jo,•anthroponym ⇔ Ἁρμόστας ,
𐀀-𐀗-𐀳-𐀍-𐀙-𐀆,a-mo-te-jo-na-de,•'to the wheelwrights' workshops' allative ,
𐀀-𐀗-𐀳-𐀩,a-mo-te-re,•probably dative singular or nominative dual of noun in -ter ,
𐀀-𐀗-𐀳-𐀹-𐀊,a-mo-te-wi-ja,•adjective describing a ewer probably derivative of a-mo-te-wo ,
𐀀-𐀗-𐀳-𐀺,a-mo-te-wo,•occupational term 'wheelwright' or 'fitter'? ,
𐀀-𐀘-𐀲-𐀺,a-mu-ta-wo,•anthroponym ⇔ Ἀμυθάων •genitive of a-mu-ta-wo ,
𐀀-𐀙-𐀂-𐀲,a-na-i-ta,non decorated,
𐀀-𐀙-𐀏,a-na-ka,•anthroponym •dative of a-na-ka or spelling error for wa-na-ka-te ,
𐀀-𐀙-𐀐-𐀁,a-na-ke-e,•'bring contribute'? ⇔ ἀνάγω ,
𐀀-𐀙-𐀑-𐀴,a-na-ki-ti,•anthroponym ,
𐀀-𐀙-𐀗-𐀵,a-na-mo-to,•'not fitted out' 'wheelless' reference to [[CAPS]] •neuter plural? referring to [[*245]] ,
𐀀-𐀙-𐀗-𐀵,a-na-mo-to,not assembled,
𐀀-𐀙-𐀦-𐀲,a-na-qo-ta,•anthroponym ,
𐀀-𐀙-𐀩-𐀄,a-na-re-u,•anthroponym *168+SE: KN Pp su-ri-mo: KN Pp ,
𐀀-𐀙-𐀳-𐀄,a-na-te-u,•anthroponym ,
𐀀-𐀙-𐀵,a-na-to,•'not inlaid' opposed to [[a-ja-me-na]] nominative plural feminine •nomiatinve plural feminine with feminine endings in compound adjective •shorter spelling of a-na-i-ta ,
𐀀-𐀙-𐁚,a-na-*82,•anthroponym ,
𐀀-𐀚-𐀃,a-ne-o,•anthroponym ,
𐀀-𐀚-𐀄-𐀅,a-ne-u-da,•anthroponym ,
𐀀-𐀚-𐀄-𐀳,a-ne-u-te,•toponym •variant spelling ,
𐀀-𐀚-𐀗,a-ne-mo,•'(priestess) of the winds' ⇔ ἄνεμοι ⇔ a-ne-mo + i-je-re-ja  'for the priestess of the Winds' u-ta-no: KN Fp  Hiller Stegan 2011 A Companion to Linear B: Mycenaen Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Religion and Cult,
𐀀-𐀚-𐀗,a-ne-mo,wind,
𐀀-𐀚-𐀨-𐀵,a-ne-ra-to,,
𐀀-𐀚-𐀨-𐀵,a-ne-ra-to,not beloved,
𐀀-𐀚-𐀲,a-ne-ta,without taxes,
𐀀-𐀚-𐀲-𐀆,a-ne-ta-de,•'but remitted' ⇔ ἄνετος 'set free' ἀνεσις 'remission of taxes' ,
𐀀-𐀚-𐀲-𐀆,a-ne-ta-de,free,
𐀀-𐀚-𐀳-𐀷,a-ne-te-wa,•anthroponym ,
𐀀-𐀚-𐁀,a-ne-a2,•anthroponym ,
𐀀-𐀛-𐀃-𐀒,a-ni-o-ko,•'chariot-driver' ⇔ ἡνίοχος ,
𐀀-𐀛-𐀊,a-ni-ja,•reins ⇔ ἡνία (Homer) Iliad V.262: ἡνία 'reins' •instrumental plural (fitted) with reins •dual of a-ni-ja? ,
𐀀-𐀛-𐀊,a-ni-ja,reins,
𐀀-𐀛-𐀊-𐀵,a-ni-ja-to,•anthroponym ,
𐀀-𐀜,a-no,ἄνευ without (PY Cn 254) •anthroponym? a-no as without is confirmed by the presence of a-no-we with the ideogram of a handless vase *202VAS on PY Ta 641 which also includes ti-ri-jo-we with a 3-handled ideogram and qe-to-ro-we with a 4-handled ideogram. a-no-ke-wa a-no-ke-we anthroponym a-no-me-de a-no-no a-no-po a-no-we a-no-wo-to ,
𐀀-𐀜-𐀐-𐀷,a-no-ke-wa,•probably an occupational term or title Parallel to du-ma in a context of du-ni-jo on PY An 192. ,
𐀀-𐀜-𐀐-𐀸,a-no-ke-we,•anthroponym ⇔ a-no-ze-we ,
𐀀-𐀜-𐀕-𐀆,a-no-me-de,•anthroponym ⇔ Ἀνδρομήδης PY Jn 706 AES: a3-so-ni-jo ke-ta ka-pa-ra2 ku-ri-sa-to ma-ra-si-jo mu-to-na pe-ri-no qi-si-ja-ko Chadwick John and Michael Venris 1973 Documents in Mycenaean Greek,
𐀀-𐀜-𐀜,a-no-no,•not subject to o-na-ta ,
𐀀-𐀜-𐀡,a-no-po,'not perforated' ⇔ ὠπή 'hole' Hom. πολυωπός 'with many holes' στεινωπός 'narrow' •1. adjective describing e-re-pa perhaps 'not subject to o-pa' or 'unworked' (PY Va) 2. anthroponym (PY Cn) PY Cn 131 (context: pa-ro & OVIS): a-ka-ma-woPY Jn a-ri-wo-ne a-ta-ma-ne-we a-we-ke-se-we do-qo-nohapax [[e-ti-ra-wo]]PY Sa gen. [[ke-ro-wo]]PY Ae ke-sa-me-noPY Fn ko-roKN De ko-ru-no ku-pi-ri-joKN Fh KN Ga PY Jn PY Un me-te-wehapax ne-ri-tohapax [[o-ku-ka]] [[pi-me-ta]]hapax po-ke-wehapax po-ko-ro po-ro-u-te-wePY Jn gen.; KN Dc PY Jn nom. ra-pa-sa-ko se-noPY Es [[wo-ki-to]]hapax ,
𐀀-𐀜-𐀣-𐀯-𐀊,a-no-qa-si-ja,•reason for allotment of land ,
𐀀-𐀜-𐀦-𐀲,a-no-qo-ta,anthroponym verbal governing compound (Rektionskomposita) meaning 'who kills men' ⇔ Homeric ἀνδρειφόντης. The first member of Hom. ἀνδρειφόντης is probably analogical to that of Ἀργει-φόντης. antropónimo masculino nominativo probablemente ⇔ ἀνδροφὀντης (compuesto de ἀνήρ) aunque también es posible Ἀναφο(τας) (compuesto de ἀνά) •anthroponym ⇔ Ἀνδρειφόντης ⇔ a-pi-qo-ta-o pe-ri-qo-ta-o qe-re-qo-ta-o su-qo-ta-o wi-jo-qo-ta-o •genitive of a-no-qo-ta Appears as a-*79 a-no-qo-ta on KN Ap. In a ru-ki-to context on KN Da: mo-ni-ko anthroponym KN Ap: ti-wa-ti-ja? KN Da: ru-ki-to KN Dq: e-ra GRA: KN E LUNA: KN E MUL: KN Ak KN Ap OVIS: KN Da KN Dq   ,
𐀀-𐀜-𐀨-𐀲,a-no-ra-ta,•anthroponym ,
𐀀-𐀜-𐀲,a-no-ta,•anthroponym ,
𐀀-𐀜-𐀸,a-no-we,•without handles ⇔ ἀμφῶες two-handled ti-ri-jo-we qe-to-ro-we a-no-we is confirmed with the ideogram of a handless vase *202VAS on PY Ta 641 which also includes ti-ri-jo-we with a 3-handled ideogram and qe-to-ro-we with a 4-handled ideogram. a-no ἄνευ without + o-we οὖς ear handle ,
𐀀-𐀜-𐀸,a-no-we,vessel type with no handle,
𐀀-𐀜-𐀺-𐀵,a-no-wo-to,•without handles ⇔ ἀνούατος a-no ἄνευ without + wo-to οὖς οὔατα  οὔατος ear handle ,
𐀀-𐀜-𐀽-𐀸,a-no-ze-we,•anthroponym ⇔ a-no-ke-we ,
𐀀-𐀜-𐀿-𐀍,a-no-zo-jo,Chadwick & Ventris: genitive of an anthroponym ,
𐀀-𐀝-𐀒,a-nu-ko,•anthroponym KN Ce: ro-ru anthroponym KN Ce: te-pa-ra (if toponym definition is correct) KN Db: pa-i-to KN Dc: ku-ta-to KN Dc KN Dk: da-mi-ni-jo (if toponym definition is correct) OVIS: KN Ce KN Db KN Dc KN Dk CROC: KN Np ,
𐀀-𐀝-𐀗,a-nu-mo,•anthroponym KN V: ta-za-ro anthroponym *47-ti-jo anthroponym etc. OVIS: KN Da KN De qa-ra: KN De ,
𐀀-𐀝-𐀜,a-nu-no,•toponym ,
𐀀-𐀝-𐀵,a-nu-to,•anthroponym •genitive of a-nu-to ,
𐀀-𐀝-𐀷,a-nu-wa,•toponym ,
𐀀-𐀝-𐀷-𐀵,a-nu-wa-to,•anthroponym ,
𐀀-𐀝-𐀹-𐀒,a-nu-wi-ko,•anthroponym ,
𐀀-𐀞-𐀂-𐀴-𐀍,a-pa-i-ti-jo,•anthroponym ⇔ Ηφαίστιος -ίων Appears as i-ku-tu-re  ru-si-qe  a-pa-i-ti-jo  ze-me-qe[ on KN L 588+. TELA: KN L? ,
𐀀-𐀞-𐀂-𐀴-𐀍,a-pa-i-ti-jo,Hephaistos god of fire,
𐀀-𐀞-𐀄-𐀫,a-pa-u-ro,•anthroponym *150: KN Mc ,
𐀀-𐀞-𐀋-𐀄,a-pa-je-u,•anthroponym ,
𐀀-𐀞-𐀛-𐀍,a-pa-ni-jo,•anthroponym ,
𐀀-𐀞-𐀩-𐀄,a-pa-re-u,•anthroponym ⇔ Ἀφαρεύς ,
𐀀-𐀞-𐀩-𐀄-𐀠,a-pa-re-u-pi,•toponym locative or ablative plural ,
𐀀-𐀞-𐀪-𐀏-𐀙-𐀸-𐀊,a-pa-ri-ka-na-we-ja,•toponym ,
𐀀-𐀞-𐀭-𐀑-𐀍,a-pa-sa-ki-jo,•anthroponym? CAP: KN Mc *150: KN Mc ku-ta-to: KN Mc ,
𐀀-𐀞-𐀯-𐀍-𐀍,a-pa-si-jo-jo,•anthroponym genitive ,
𐀀-𐀞-𐀲,a-pa-ta,•toponym ,
𐀀-𐀞-𐀲-𐀷,a-pa-ta-wa,aptera a city of crete,
𐀀-𐀞-𐀲-𐀷,a-pa-ta-wa,toponym probably Aptara based on non-contradicting geographic evidence of place-name equation Palmer 1979 •toponym ⇔ Ἀπταρα (identified by Pashley 1837 as a site in eastern Crete at Palaiokastro) Hart 1965: Aptara in northwest Crete In KN C: o-du-ru-wi-joethnic si-ra-rotoponym ri-jo-notoponym ku-ta-i-totoponym wa-totoponym BOS: KN C CAP: KN Co ne *170: KN C OVIS: KN Co SUS: KN Co VIR: KN Am ko-re-te: KN C te-re-ta: KN Am  Hart G.R. 1965 Mnemosyne 18 “The Grouping of Place-Names in the Knossos Tablets” McArthur Jennifer 1993 Suplementos a MINOS núm. 9 Place-Names in the Knossos Tablets Identification and Location Palmer Leonard R. 1979 Colloquium Mycenaeum Context and Geography I: Crete Pashley Robert 1837 Travels in Crete,
𐀀-𐀟-𐀀-𐀭,a-pe-a-sa,cf. (-te -sa) o-pe-ro? •nominative plural feminine of a-pe-o ,
𐀀-𐀟-𐀁-𐀐,a-pe-e-ke,•verbal form meaning and identification uncertain ,
𐀀-𐀟-𐀁-𐀐,a-pe-e-ke,•verbal form meaning and identification uncertain ,
𐀀-𐀟-𐀁-𐀯,a-pe-e-si,•'they are absent' ⇔ ἄπειμι ,
𐀀-𐀟-𐀂-𐀊,a-pe-i-ja,•anthroponym ,
𐀀-𐀟-𐀂-𐀯,a-pe-i-si,•meaning obscure Appears as au-u-te  a-pe-i-si on KN Od 666. ,
𐀀-𐀟-𐀂-𐀯,a-pe-i-si,•possible verbal form 'will be deducted' or verbal noun? ,
𐀀-𐀟-𐀃,a-pe-o,Duhoux 2011: verb 'being absent' •being absent ⇔ ta-pa-e-o-te (KN B) •nominative plural masculine of a-pe-o See also a-pe-a-sa per Chadwick & Ventris.  Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II “Interpreting the Linear B Records: Some Guidelines”,
𐀀-𐀟-𐀃-𐀳,a-pe-o-te,absent,
𐀀-𐀟-𐀈-𐀐,a-pe-do-ke,•Unique example of augment ⇔ a-pu-do-ke ,
𐀀-𐀟-𐀈-𐀐,a-pe-do-ke,delivered,
𐀀-𐀟-𐀐-𐀁,a-pe-ke-e,•toponym PY Jn: a-ke-re-watoponym a-si-ja-ti-jatoponym ro-u-sotoponym etc. ,
𐀀-𐀟-𐀚-𐀺,a-pe-ne-wo,•of animals used to draw carts ,
𐀀-𐀟-𐀩,a-pe-re,•meaning obscure ,
𐀀-𐀟-𐀪-𐀲-𐀺,a-pe-ri-ta-wo,•anthroponym ,
𐀀-𐀟-𐀳-𐀄,a-pe-te-u,•anthroponym ,
𐀀-𐀟-𐀳-𐀕-𐀚,a-pe-te-me-ne,•adjective describing [[pa-ko-to]] meaning obscure nominative dual ,
𐀀-𐀟-𐀴-𐁈,a-pe-ti-ra2,•meaning obscure ,
𐀀-𐀠,a-pi,•around ⇔ ἀμφι- preposición en general ⇔ ἀμφί Wiktionary: ἀμφί Perseus: on both sides a-pi-a2-ro a-pi-da-ta a-pi-do-ra a-pi-do-ro a-pi-e-ke a-pi-e-ra a-pi-je-ta a-pi-jo a-pi-jo-to a-pi-o-to a-pi-ka-ra-do-jo a-pi-me-de a-pi-no-e-wi-jo a-pi-po-re-we a-pi-qo-ro a-pi-qo-ta a-pi-qo-i-ta a-pi-qo-to a-pi-ra-wo a-pi-re-jo a-pi-re-we a-pi-te-ja a-pi-te-wa a-pi-wa-to  ,
𐀀-𐀠-𐀁-𐀐,a-pi-e-ke,contain,
𐀀-𐀠-𐀁-𐀐,a-pi-e-ke,Palmer 1956: dedicated consecrated ⇔ ἀφιέρωσε •1. perhaps a form of the verb seen in [[i-je-si]] [[i-je-to]] q.v. 2. encloses keep in safety forma verbal su interpretación es dudosa: ¿ἀμφι-hέχει ⇔ ἀμπέχω? ¿άμφι-hηκε (aoristo de ἀμφίημι)? ¿ἀφ-ίηκε (aoristo de un compuesto de ἀπο y ἵημι consagrar)? Auro Jorro Francisco 1985 Diccionario Micénico vol. I  Palmer Leonard R. 1956 (MLS) XI 7 To Do: What does MLS stand for? (not Modern Language Studies),
𐀀-𐀠-𐀁-𐀨,a-pi-e-ra,possible compound: a-pi + e-ra •anthroponym genitive and dative antropónimo femenino genitivo. probablemente ⇔ Ἀμφι-hήρα  ,
𐀀-𐀠-𐀅-𐀲,a-pi-da-ta,•anthroponym antropónimo masculino nominativo Auro Jorro Francisco 1985 Diccionario Micénico vol. I ,
𐀀-𐀠-𐀈-𐀨,a-pi-do-ra,•anthroponym dative? antropónimo femenino nominativo. ⇔ Ἀμφιδώρα feminine anthroponym ⇔ Ἀμφιδώρα •anthroponym ⇔ Ἀμφίδωρος antropónimo masculino nominativo. Auro Jorro Francisco 1985 Diccionario Micénico vol. I  ,
𐀀-𐀠-𐀊-𐀒-𐀫-𐀍,a-pi-ja-ko-ro-jo,•anthroponym genitive ,
𐀀-𐀠-𐀊-𐀩,a-pi-ja-re,•anthroponym? ,
𐀀-𐀠-𐀋-𐀲,a-pi-je-ta,antropónimo masculino nominativo. Quizá ⇔ Ἀμφιέτας ,
𐀀-𐀠-𐀍,a-pi-jo,antropónimo masculino nominativo ⇔ Ἀμφίων genitivo de a-pi-jo ⇔ Ἀμφίοντος variante gráfica de a-pi-jo-to ,
𐀀-𐀠-𐀏-𐀨-𐀈-𐀍,a-pi-ka-ra-do-jo,antropónimo masculino genitivo ⇔ quizá Ἀμφικλαδος mejor que Ἀμφιχάραδρος Ἀμφίκρατος ο Ἀμφίκραδος  research notes ethnic adjective for ka-ra-do-wa-ta / ko-ra-do-ro?,
𐀀-𐀠-𐀐-𐀚-𐀀,a-pi-ke-ne-a,•toponym? ⇔ Ἀμφιγένεια ,
𐀀-𐀠-𐀕-𐀆,a-pi-me-de,•anthroponym ⇔ Ἀμφιμήδης •genitive of a-pi-me-de ,
𐀀-𐀠-𐀜-𐀁-𐀹-𐀍,a-pi-no-e-wi-jo,•probably an ethnic adjective topónimo ⇔ ἈμφινοhήFιον del contexto de las tablillas se deduce su situación geográfica en el área de me-ta-pa y e-na-po-ro probablemente al Sur de este último.   research notes toponym no-e-u?,
𐀀-𐀠-𐀡-𐀩-𐀸,a-pi-po-re-we,•amphora ⇔ ἀμφιφορεύς Wiktionary: amphora Galiano 1972: haplology of a-pi-po-re-we •shortened form of a-pi-po-re-we a-pi-po-re-we as ἀμφιφορεύς is confirmed by its presence with the amphora ideogram *209VAS on KN Uc 160 a-pi ἀμφι on both sides + po-re-we φορεύς bearers carriers  Galiano M.F. 1972 Acta Mycenaea. Proceedings of the Fifth International Colloquium on Mycenaean Studies Minos XI a-pi-po-re-we,
𐀀-𐀠-𐀦-𐀫,a-pi-qo-ro,•nominiative and genitive plural. dative singular? attendants ⇔ ἀμφίπολος (Odyssey I.331) apelativo de pers. sin duda ἀμφίπολος Ruijgh 2011: ἀμφίπολος (a-pi-qo-ro) and λοετροχόος ([[re-wo-to-ro-ko-wo]]) are found in Homer and have direct contact with the members of the royal family and their guests Perseus: handmaid waiting-woman feminine substantive only in Homer and Herodotus •dative plural of a-pi-qo-ro   Ruijgh C.J. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) “Mycenaean and Homeric Language”,
𐀀-𐀠-𐀦-𐀫,a-pi-qo-ro,chamberlains,
𐀀-𐀠-𐀦-𐀲,a-pi-qo-ta,antropónimo masculino nominativo y dativo probablemente ⇔ Ἀμφιφοίτας •anthroponym nominative and dative •genitive or nominative of rubric a-pi-qo-ta a-no-qo-ta-o pe-ri-qo-ta-o qe-re-qo-ta-o su-qo-ta-o wi-jo-qo-ta-o •genitive of a-pi-qo-ta Appears as a-pi-qo-ta-o  ke-ro-si-ja on PY An 261. Appears as “qa-si-re-u  a-pi-qo-ta” on PY Jn 431. Appears as pa-ro  a-pi-qo-ta on KN C 915. (cf. do-e-ro) Appears as pa-ro / a-pi-qo-ta  sa-pa-ka-te-ri-ja on KN C 941+. AES: PY Jn CAP: KN C OVIS: KN C VIR: PY An PY Jn: a-pe-ke-e  ,
𐀀-𐀠-𐀦-𐀵,a-pi-qo-to,•table adjective obscure Bernabé 1998: 8-shaped ⇔ ἀμφίβροτος covering the whole man of a shield table adjective ⇔ ἀμφι around + -τος verbal adjective from of βαίνω go   1. round   2. with a rim  Bernabé Alberto 1998 Corolla Complutensis in memoriam J.S. Lasso de la Vega contexta (editors L. Gil M. Pastor Martínez R.M. Aguilar) Hom. ἀμφιβροτος y mic. a-pi-qo-to ¿un caso de etimología popular?  (editors Yves Duhoux and Anna Morpurgo Davies) ,
𐀀-𐀠-𐀨-𐀺,a-pi-ra-wo,•anthroponym ⇔ Περίλαος antropónimo masculino nominativo probablemente Ἀμφι-λαος  ,
𐀀-𐀠-𐀩-𐀍,a-pi-re-jo, hypocoristic (i.e. diminutive or nick-name) of ἈμφίλαFος •anthroponym antropónimo masculino nominativo quizá patronímico ¿Ἀμφιλειος?   Ruijgh C. J. 1967 Études sur la Grammaire et le Vocabulaire du Grec Mycénien,
𐀀-𐀠-𐀩-𐀸,a-pi-re-we,Galiano 1972: haplology (elimination of 1 of 2 duplicate consonant sounds) of a-pi-po-re-we? •obscure perhaps an article of armour? ¿nominativo plural de un nombre común o dativo de un antropónimo?   Galiano M.F. 1972 Acta Mycenaea. Proceedings of the Fifth International Colloquium on Mycenaean Studies Minos XI,
𐀀-𐀠-𐀳,a-pi-te,•probably the name of some artifact ,
𐀀-𐀠-𐀳-𐀊,a-pi-te-ja,•anthroponym or toponym? ,
𐀀-𐀠-𐀳-𐀷,a-pi-te-wa,•toponym ,
𐀀-𐀠-𐀷-𐀵,a-pi-wa-to,•anthroponym antropónimo masculino nominativo probablemente ⇔ ἈμφίFαστος  ,
𐀀-𐀠-𐁀-𐀫,a-pi-a2-ro,•anthroponym ⇔ Ἀμφίαλος (Odyssey VIII 114) antropónimo masculino nominativo prepositional compound with an adverb or preposition as first element Ruijgh 2011: anthroponym Ἀμφίαλος meaning having the sea on both sides from Homeric ἀμφι on both sides + ἁλ- in the sense of sea ⇔ o-pi-a2-ra o-pi-ja-ro    Ruijgh C.J. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Mycenaean and Homeric Language,
𐀀-𐀡-𐀚-𐀸,a-po-ne-we,•toponym locative or ablative ,
𐀀-𐀡-𐀩-𐀸,a-po-re-we,amphora,
𐀀-𐀡-𐀳,a-po-te,Palmer 1976 anthroponym •Formerly taken as adverb apothen but probably [anthroponym] Ilievski 1959: toponym in -θεν 'from a place' ⇔ e-ri-no-wo-te a-ka-re-u-te etc. Appears as o-a-po-te  de-ka-sa-to  a-re-i-jo  o-u-qe-po[ on KN Le 641. Appears as a-po-te  pe-re on KN Od 562. LANA: KN Od  Ilievski Petar H. 1959 (ZA) 9 The adverbial suffix -θεν in Mycenaean Place-Names in the Knossos Tablets Identification and Location Palmer Leonard R. 1976 Gnomon 48 Review of Documents II,
𐀀-𐀡-𐀳-𐀨,a-po-te-ra,both both ways,
𐀀-𐀡-𐀳-𐀨,a-po-te-ra,•reading probably: ko-no-a-po-te-ra 'both kinds of rush' ⇔ ἀμφότερος ,
𐀀-𐀡-𐀳-𐀫-𐀳,a-po-te-ro-te,•probably adverb 'from both sides' ⇔ ἀμφοτέρωθεν ,
𐀀-𐀢,a-pu,from,
𐀀-𐀢,a-pu,(KN G) •read as a-pi ἁπύ Aeol. Arc. Cypr. for ἀπό not due to phonetic change but possibly original form ἀπό being due to influence of ὑπό. •'burnt away' (as to the legs) of a tripod cauldron ⇔ ἀποκαίω ,
𐀀-𐀢-𐀅-𐀮-𐀸,a-pu-da-se-we,•'distributor'? ⇔ δἀσσασθαι δατέομαι ,
𐀀-𐀢-𐀈-𐀐,a-pu-do-ke,•'rendered paid' ⇔ ἀποδίδωμι ,
𐀀-𐀢-𐀈-𐀯,a-pu-do-si,attribution,
𐀀-𐀢-𐀈-𐀯,a-pu-do-si,•delivery Palaeolexicon: attribution Wiktionary: delivery attribution ,
𐀀-𐀢-𐀈-𐀰-𐀗,a-pu-do-so-mo,(as a-pu-do-so[-mo?]) •cf. do-so-mo Arc. ἀπόδοσις ,
𐀀-𐀢-𐀏,a-pu-ka,•probably ethnic a-pu2-ka ,
𐀀-𐀢-𐀐,a-pu-ke,•frontlets head-bands ⇔ ἄμπυξ μοναμπυκία •without head-bands ,
𐀀-𐀢-𐀑-𐀯,a-pu-ki-si,(as a-pu-ki-(si)[) •meaning obscure ,
𐀀-𐀢-𐀒-𐀺-𐀒,a-pu-ko-wo-ko,craftsman of horse veil,
𐀀-𐀢-𐀒-𐀺-𐀒,a-pu-ko-wo-ko,headband makers •head-band makers   ,
𐀀-𐀢-𐀚-𐀸,a-pu-ne-we,•toponym? alternative spelling of a-po-ne-we ,
𐀀-𐀣-𐀫,a-qa-ro,(as ]a-qa-ro) •anthroponym ,
𐀀-𐀣-𐀵,a-qa-to,•anthroponym ,
𐀀-𐀤-𐀗,a-qe-mo,•anthroponym KN Db: pa-i-to KN Db: OVIS ,
𐀀-𐀥-𐀊-𐀂,a-qi-ja-i,•dative plural in list of words relating to chariots: possibly scribal error for i-qi-ja-i. ,
𐀀-𐀥-𐀨,a-qi-ra,•anthroponym? ,
𐀀-𐀥-𐀫,a-qi-ro,•anthroponym Kn Da: ku-ta-to KN Da: OVIS ,
𐀀-𐀥-𐀬,a-qi-ru,•anthroponym ,
𐀀-𐀥-𐀲,a-qi-ta,(as a-qi-ta[) •meaning obscure ,
𐀀-𐀥-𐀴-𐀲,a-qi-ti-ta,•anthroponym ,
