word,transcription,note,definition,
𐀓-𐀷-𐀜,ku-wa-no,,'(cf. κύανος) must be lapis lazuli or else its cheaper Phoenician substitute a kind of blue vitreous paste •(inlaid) with lapis-coloured glass ⇔ κύανος (Iliad XI 24) ku-wa-no + connective enclitic qe ⇔ e-to-wo-ko-i blue glass worker •dative plural for the ku-wa-no workers ⇔ i-jo-qe do-si-mi-jo-qe •instrumental plural ''with (palm-trees?) of lapis-coloured glass'' ⇔ κυάνεος (Iliad XI 26+) + connective enclitic qe   ',
𐀓-𐀷-𐀜-𐀺-𐀒,ku-wa-no-wo-ko,,worker of lapis lazuli and glass,
𐀔-𐀇-𐀋,ma-di-je,,,
𐀔-𐀏,ma-ka,,mother gaia,
𐀔-𐀑-𐀫-𐀚,ma-ki-ro-ne,,•dative perhaps theonym? ,
𐀔-𐀑-𐀫-𐀚,ma-ki-ro-ne,,•dative perhaps theonym? ,
𐀔-𐀙-𐀭,ma-na-sa,,•theonym dative ,
𐀔-𐀨-𐀠,ma-ra-pi,,'•''under the legs'' ⇔ ὑπὸ μάλης instrumental plural ',
𐀔-𐀨-𐀴-𐀭,ma-ra-ti-sa,,•meaning obscure ,
𐀔-𐀨-𐀶-𐀺,ma-ra-tu-wo,,'•''fennel'' ⇔ μάραθον μάραθρον ',
𐀔-𐀨-𐀶-𐀺,ma-ra-tu-wo,,fennel,
𐀔-𐀪,ma-ri,,wool,
𐀔-𐀪-𐀚,ma-ri-ne,,•meaning obscure ⇔ ma-ri-ne-we ,
𐀔-𐀪-𐀚-𐀸,ma-ri-ne-we,,•theonym? dative singular •genitive of ma-ri-ne-we •dative plural femininative derivative of ma-ri-ne-we ,
𐀔-𐀪-𐀚-𐀸-𐀊-𐀂,ma-ri-ne-we-ja-i,,female servants belonging to marineu,
𐀔-𐀮-𐀹-𐁈,ma-se-wi-ra2,,(as ma-se-wi-ra2-[) •meaning obscure ,
𐀔-𐀯-𐁄,ma-si-dwo,,,
𐀔-𐀳,ma-te,,'•mother ⇔ μήτηρ ⇔ (*-te *-te-re) a-de-te-re a-ke-te-re a3-te-re ko-re-te-re ma-te-re pi-ri-je-te-re ra-pte-re (as ma-te-re te-i-ja) Duhoux 2011: ''to the divine mother'' •dative singular of ma-te ''to the Divine Mother'' ⇔ pa-te-de •ma-te + connective enclitic de ''and the mother''  ',
𐀔-𐀳-𐀄-𐀠,ma-te-u-pi,,•meaning obscure ,
𐀔-𐀳-𐀩,ma-te-re,,mother,
𐀕-𐀄-𐀍,me-u-jo,,less smaller,
𐀕-𐀑-𐀲,me-ki-ta,,'•adjective describing cloths ''of the largest size''? ⇔ μέγιστος ',
𐀕-𐀑-𐀵-𐀑-𐀪-𐀲,me-ki-to-ki-ri-ta,,•description of one woman probably her name ⇔ Μεγιστοκλῆς Ἀγαθόκριτος ,
𐀕-𐀙,me-na,,'•''mouth'' but context obscure and perhaps a different word KN Fs: ta-mi-te-mo KN E: GRA KN Fs: FAR HORD NI OLE ',
𐀕-𐀛-𐀍,me-ni-jo,,'•''monthly ration'' ⇔ μηνιεῖα ',
𐀕-𐀜,me-no,,'•''in the month of'' ⇔ μείς me-na me-ni-jo o-pi-me-ne KN Fp 1+: de-u-ki-jo-jo ''me-no'' KN Fp 5: di-wi-jo-jo ''me-no'' KN Fp 7: ka-ra-e-ri-jo ''me-no'' KN Fp 13: ra-pa-to ''me-no'' KN Fp 16 48: wo-de-wi-jo  ''me-no'' KN Gg 7369: ]ra-e-ri-jo me-no KN Oa 745+: a-ka-[ ]-jo-jo  me-(no) PY Fr 1224: pa-ki-ja-ni-jo-jo me-no OLE: KN Fh OLE+PA: PY Fr *146: KN M? *166+WE: KN Oa? ',
𐀕-𐀜,me-no,,month,
𐀕-𐀜-𐀁-𐀊,me-no-e-ja,,•adjective describing a table meaning obscure ,
𐀕-𐀡,me-po,,•name of a liquid ,
𐀕-𐀩-𐀄-𐀫,me-re-u-ro,,'•''flour'' ⇔ μάλευρον probably influenced by ἄλευρον ',
𐀕-𐀩-𐀄-𐀫,me-re-u-ro,,flour,
𐀕-𐀩-𐀴-𐀪-𐀊,me-re-ti-ri-ja,,'[occupational] ''corn-grinders'' ⇔ me-re-u-ro = ἄλευρον ''flour''; ἀλετρίς •alternative spelling of me-re-ti-ri-ja ',
𐀕-𐀩-𐀴-𐀪-𐀊,me-re-ti-ri-ja,,mill workers,
𐀕-𐀪,me-ri,,•honey ⇔ μέλι honey  honey •genitive singular of me-ri ,
𐀕-𐀪,me-ri,,honey,
𐀕-𐀪-𐀅-𐀔-𐀳,me-ri-da-ma-te,,•title of an official perhaps superintendants [sic] of honey ⇔ du-ma •variant spelling of me-ri-da-ma-te? honey administrators Chadwick & Ventirs 1973: dative plural of me-ri-da-ma-te •variant for me-ri-du-ma-te ,
𐀕-𐀪-𐀉-𐀔-𐀳,me-ri-du-ma-te,,honey administrators,
𐀕-𐀪-𐀳-𐀺,me-ri-te-wo,,'[occupational] ''bee-keeper''? ⇔ μελιτ- ''honey'' ',
𐀕-𐀪-𐀴-𐀍,me-ri-ti-jo,,'•adjective ''honeyed'' ⇔ οἶνος μελίτειος ',
𐀕-𐀭-𐀲,me-sa-ta,,'•CLOTH description; ''of medium size or weight'' ⇔ μέσσατος ''midmost'' •nominative singular masculine or neuter of me-sa-ta? TELA+PU: KN L *146: KN Wm ',
𐀕-𐀲,me-ta,,after,
𐀕-𐀲-𐀐-𐀓-𐀕-𐀙,me-ta-ke-ku-me-na,,'•nominative singular feminine or perfect participle describing framework of a chariot ''taken to pieces''? ''knocked down''? ⇔ μετά + χἑω χυδήν ',
𐀕-𐀲-𐀑-𐀴-𐀲,me-ta-ki-ti-ta,,'•''fellow or new settlers'' ⇔ [[ki-ti-ta]] μέτοικος μετανάστης ',
𐀕-𐀲-𐀞,me-ta-pa,,•Hither Province town Shelmerdine 1973: in a special town division with pe-to-no and pi-*82 •ethnic adjective of me-ta-pa •allative of me-ta-pa  Shelmerdine Cynthia 1973 American Journal of Archaeology (AJA) 79 “The Pylos Ma tablets reconsidered”,
𐀕-𐀲-𐀤,me-ta-qe,,•and with (them) ⇔ μετὰ δέ ,
𐀕-𐀲-𐀮-𐀸,me-ta-se-we,,•building material ,
𐀕-𐀶-𐀨,me-tu-ra,,•meaning obscure ,
𐀕-𐀶-𐀺,me-tu-wo,,•Dating formula in me-tu-wo [[ne-wo]]? ,
𐀕-𐀹-𐀍,me-wi-jo,,a little in quantity,
𐀕-𐀹-𐀍,me-wi-jo,,a little in quantity •smaller younger  smaller lesser •Alternate spelling of me-wi-jo •Nominative plural of me-wi-jo •Nominative plural of me-u-jo μείων less  p. 561 Duhoux Yves 2008. A Companion to Linear B: Mycenaean Greek Texts and their World Mycenaean Anthology p. 281 321 Heubeck 1963 TBD p. 199-200,
𐀕-𐀿,me-zo,,•larger older ⇔ μείζων ⇔ me-u-jo-e me-wi-jo-e •nominative dual and plural masculine and feminine of me-zo ⇔ me-u-jo-a2 •nominative plural neuter of me-zo ,
𐀕-𐀿-𐀁-𐀖,me-zo-e-mi,,a much in quantity,
𐀖-𐀊-𐀫,mi-ja-ro,,•cloth description also probably abbreviated to mi  kar WNXIV.155 mi adjunct to TELA+TE,
𐀖-𐀨-𐀴-𐀊,mi-ra-ti-ja,,'•''women of Miletus'' ⇔ Μιλήσιος •variant for mi-ra-ti-ja •genitive of mi-ra-ti-ja ',
𐀖-𐀨-𐀴-𐀊,mi-ra-ti-ja,,women from miletus,
𐀖-𐀲,mi-ta,,'•spice ''mint'' ⇔ μίνθα ',
𐀖-𐀲,mi-ta,,mint,
𐀖-𐀵-𐀸-𐀭,mi-to-we-sa,,madder very red,
𐀖-𐀵-𐀸-𐀭,mi-to-we-sa,,Morpurgo Davies 1999: based on μίλτος red earth ochre •painted red ⇔ μιλτοπάρηοι madder very red Lejeune 1958: mi-to-we-sa + monosyllabic en painted red inside  Morpurgo Davies Anna 1999 Floreant Studia Mycenaea Proceedings of the Tenth Mycenaean Colloquium The Morphology of Personal Names in Mycenaean and Greek: Some Observations Lejeune 1958 TBD,
𐀖-𐁈,mi-ra2,,•probably a kind of wood for tables ,
𐀗-𐀪-𐀺-𐀈,mo-ri-wo-do,,•substance measured by weight lead? ⇔ μόλιβος (Iliad XI 237) ,
𐀗-𐀪-𐀺-𐀈,mo-ri-wo-do,,lead (metal),
𐀗-𐀫-𐀣,mo-ro-qa,,'•title of local official possessor of a share ⇔ Locr. μοῖρα Lesb. μόρος ''a measure of land'' + πάσασθαι ''possess''  ',
𐀗-𐀫-𐀣,mo-ro-qa,,shareholder,
𐀘-𐀍-𐀕-𐀜,mu-jo-me-no,,'•''being initiated'' ⇔ μύω but in sense equivalent to μυέω ',
𐀘-𐀍-𐀕-𐀜,mu-jo-me-no,,people who have been intitaded,
𐀙-𐀄-𐀈-𐀗,na-u-do-mo,,•ship-builders ⇔ ναυ-πηγός ,
𐀙-𐀄-𐀈-𐀗,na-u-do-mo,,shipbuilders,
𐀙-𐀹-𐀍,na-wi-jo,,from the temple,
𐀚-𐀑-𐀪-𐀆,ne-ki-ri-de,,'•probably description of women. (Apparently not nekrides ''shrouds'') nominative plural feminine •dative plural of ne-ki-ri-de ',
𐀚-𐀣-𐀭-𐀠,ne-qa-sa-pi,,•decoration on metal vessels instrumental plural ,
𐀚-𐀷,ne-wa,,new,
𐀚-𐀷,ne-wa,,new •masculine and neuter young ⇔ νίος (Homer) •genitive singular of ne-wo ,
𐀚-𐀸-𐀹-𐀊,ne-we-wi-ja,,•description of women textile workers  ethnic adjective ⇔ Νεƒήƒιος Olivier 1966: occupational term (Ruijgh 1967 has reservations due to absence of expected -e-ja suffix) ethnic adjective •genitive plural of ne-we-wi-ja   Olivier Jean-Pierre 1966 Proceedings of the Cambridge Colloquium on Mycneaean Studies (CCMS) held at Cambridge 8-12 April 1965 (ed. Leonard R. Palmer and John Chadwick) «388 raccords de fragments dans les tablettes de Cnossos» Ruijgh C.J. 1967 Études sur la grammaire et le vocabulaire du grec mycénien,
𐀜-𐀈-𐀫-𐀸,no-do-ro-we,,•Obscure. (i.e. unknown) ,
𐀜-𐀟-𐀩-𐀁,no-pe-re-e,,useless,
𐀜-𐀪-𐀺-𐀒,no-ri-wo-ko,,•nominative plural feminine occupational •genitive singular of no-ri-wo-ko •perhaps dative singular of no-ri-wo-ko ,
𐀝-𐀷-𐀊,nu-wa-ja,,'•adjective describing cloth Appears as e-ni-qe e-ra-pe-me-na ''nu-wa-ja'' on KN L 647+. Appears as e-ni-qe ''nu-wa-ja'' on KN L 5910+. TELA: KN L TUN+KI: KN L ',
𐀞-𐀁-𐀃-𐀳,pa-e-o-te,,present,
𐀞-𐀂-𐀵,pa-i-to,,,
𐀞-𐀅-𐀋-𐀄,pa-da-je-u,,' possibly ''priest in the sanctuary of pa-de or [??] [[pa-de-we]]'' ⇔ di-wi-je-u po-si-da-i-je-u-si •title or ethnic? ⇔ [[pa-de-we-u]] pa-de [[pa-de-we]]  ',
𐀞-𐀏-𐀙,pa-ka-na,,•swords or daggers? ⇔ φάσγανον Snodgrass 1967: daggers Boardman 1963: daggers Boardman TBD  Snodgrass TBD,
𐀞-𐀏-𐀙,pa-ka-na,,small swords,
𐀞-𐀐-𐀳-𐀩,pa-ke-te-re,' παλούκι paloúki Pfahl, Pflock pālus paalu pal paliseto','stake, piquet',
𐀞-𐀐-𐀸,pa-ke-we,,'•''thick''? ⇔ παχύς ',
𐀞-𐀒-𐀸,pa-ko-we,,tree-moss-softened an oak and rock lichen (Melena 1983 prefers this definition see footnote 89) Bennett 1958: sage-scented ,
𐀞-𐀒-𐀸,pa-ko-we,,sage,
𐀞-𐀔-𐀒,pa-ma-ko,,medicine,
𐀞-𐀞-𐀫,pa-pa-ro,,barbarian not from pylos,
𐀞-𐀨,pa-ra,,preposition before,
𐀞-𐀨-𐀍,pa-ra-jo,,•old; possibly not the same word in all contexts Palaolexicon: old  old pa-ra-ja appears on artefacts from Knossos Pylos and Thebes. ,
𐀞-𐀨-𐀍,pa-ra-jo,,old,
𐀞-𐀨-𐀓-𐀊,pa-ra-ku-ja,,' could perhaps be compared to terms like σμάραγδος ''emerald'' or βαρακίς γλαύκινον ἱμάτιον ''bluish green piece of cloth'' (Hesychius) (??) with pa-ra-ku- colour  (ed. Yves Duhoux and Anna Morpurgo Davies) “”',
𐀞-𐀨-𐀓-𐀊,pa-ra-ku-ja,,type of dress,
𐀞-𐀨-𐀷-𐀍,pa-ra-wa-jo,,'•pair of cheek-pieces [for a suit of armor] ⇔ ταπειαί ''cheeks'' Iliad IV.140: [...] παρήιον ἔμμεναι ἵππων [...] to make a cheekpiece for horses  ',
𐀞-𐀨-𐀷-𐀍,pa-ra-wa-jo,,type of helmet,
𐀞-𐀫,pa-ro,,' 1. ''from'' ⇔ παρά 2. with a locative or dative; at one''s place ⇔ Arcadian Cypriot Pamphylian •with a dative; from or at the hands of ⇔ Homeric παρά  1. from 2. at one''s place Valid syntagms include pa-ro  a-pi-qo-ta; pa-ro  do-e-ro; pa-ro  e-te-wa-no on the KN C series. Valid syntagms include pa-ro  a-i-(qe)-we; pa-ro  a-ka-ta-jo; pa-ro  a-ma-ru-ta; pa-ro  a3-ti-jo-qe; pa-ro  pa-da-je-we; pa-ro  [[pa-ra-ko]]; pa-ro  pi-ke-re-we; pa-ro  ra-ku-ro; pa-ro  ru-*83-e; pa-ro  ta-ta-ro and pa-ro  wa-na-ta-jo on the PY Eo series. Valid syntagms include pa-ro  da-mo on the PY Ea PY Eb and PY Ep series. Valid syntagms include pa-ro  [[i-ma-di-jo]] on the PY Ea series.  Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World (editors Yves Duhoux and Anna Morpurgo Davies) Mycenaean Anthology',
𐀞-𐀫,pa-ro,,from alongside,
𐀞-𐀭,pa-sa,,'•perhaps the feminine of pa ''so much in all'' ⇔ πᾶς •not a variant; Obscure perhaps divine name Appears as pa-sa-ja  ko-no on KN Ga 953+. Related to si-ja-ma-to; see KN X 451 and KN Fp 48 in conjunction with KN Ga 953+. MA: KN Ga? a-mi-ni-so: KN Ga? Chadwick John and Michael Ventris 1973 Documents in Myceneaan Greek',
𐀞-𐀯,pa-si,,all everyone,
𐀞-𐀯-𐀳-𐀃-𐀂,pa-si-te-o-i,,•to all the gods compound of pa-si and te-o; dative plural MA: KN Ga? a-mi-ni-so: KN Fp KN Ga? ,
𐀞-𐀲-𐀍,pa-ta-jo,,arrows,
𐀞-𐀲-𐀴-𐀍,pa-ta-ti-jo,,'•perhaps ''the slave of P.'' ',
𐀞-𐀳,pa-te,,'•1. (PY An) ''father'' ⇔ πατήρ 2. (KN B) nominative plural masculine of pa ⇔ πᾶς pa-te1 + connective enclitic de ',
𐀞-𐀳,pa-te,,father,
𐀞-𐀳-𐀒-𐀵,pa-te-ko-to,,all-building,
𐀞-𐀸-𐀀,pa-we-a,,•pieces of cloth ⇔ φᾶρος; nominative plural neuter •variant spelling of pa-we-a •genitive plural? •instrumental plural  kar WNXIV.156 KN Ld placement kar WNXIV.154 pa adjunct to TELA,
𐀞-𐀸-𐀀,pa-we-a,,type of cloth,
𐀞-𐀺-𐀐-𐀳,pa-wo-ke-te,,all the workers,
𐀞-𐀿,pa-zo,,sage,
𐀟-𐀂,pe-i,,•them ⇔ Homeric σφι(ν) ,
𐀟-𐀆-𐀸-𐀭,pe-de-we-sa,,'pedwessa has legs ⇔ πούς ''foot'' •adjective describing a portable hearth equipped with feet ',
𐀟-𐀇-𐀋-𐀸,pe-di-je-we,,•a class of men: pediēwes ⇔ Πεδιεῖς •dative singular of pe-di-je-we? ,
𐀟-𐀇-𐀨,pe-di-ra,,sandals,
𐀟-𐀒-𐀵,pe-ko-to,,•textile term  kar WNXIV.155 pe adjunct to TELA+TE,
𐀟-𐀒-𐀵,pe-ko-to,,knitted,
𐀟-𐀔,pe-ma,,•seed ⇔ σπέρμα  kar WNXIV.100 do-so-mo to-so,
𐀟-𐀔,pe-ma,,seed,
𐀟-𐀚-𐀸-𐀲,pe-ne-we-ta,,'•''with wedges'' ⇔ σφηνόπους •nominative dual of pe-ne-we-ta ',
𐀟-𐀢-𐀳-𐀕-𐀜,pe-pu-te-me-no,,planted field,
𐀟-𐀦-𐀲,pe-qo-ta,,•title? description used to distinguish two men of the same name? ,
𐀟-𐀩,pe-re,𓉐 𓂋 𓂥 / 𓏎 𓈖 / 𓌞 𓋴 𓂻,brings,
𐀟-𐀩,pe-re,,'Palaima 2011: ''brought'' •''carries'' ''brings'' Appears as ](o)-pi  no-nu-we  ''a-ti-pa-mo'' pe-re on KN Od 562. Appears as ]si-da-jo  pe-re ''po-ro-to'' on KN Od 562. Appears as a-po-te  pe-re on KN Od 562. Appears as [[po-ro-wi-to-jo]]  [[i-je-to|i-je-to-qe]]  pa-ki-ja-si  do-ra-qe  pe-re  [[po-re-na-qe]] on PY Tn 316. Appears as a-wa-ra-ka-na-o  [[pa-ma-ko]] (jo)-qi  [[wo-to-mo]]  pe-re on PY Un 1314. AUR [[*215-VAS|*215VAS]]: PY Tn CAP: PY Cc MUL: PY Tn LANA: KN Od  Palaima Thomas G. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Scribes Scribal Hands and Palaeography',
𐀟-𐀩-𐀄-𐀫-𐀛-𐀍,pe-re-u-ro-ni-jo,,personal name or ethnonym,
𐀟-𐀩-𐀐-𐀄,pe-re-ke-u,,[occupational] •nominative plural and dative singular of pe-re-ke-u ,
𐀟-𐀩-𐀓-𐀲,pe-re-ku-ta,,senior,
𐀟-𐀩-𐁚,pe-re-*82,𐀞-𐀨-𐀍	pa-ra-joold (𐀞-𐀨 pa-ra fore…) <> gero <> ,' theonym •theonym dative Georgiev 1956: ''old man'' ⇔ πρέσβυς (with *82 = /qu/) •''at the shrine of pe-re-*82'' probably dative-locative of a derivative adjective   Georgiev Vladimir 1956 Études Mycéniennes Gif-sur-Yvette 3-7 Avril 1956 “La valeur phonétique de quelques signes du syllabaire Créto-Mycénien B”',
𐀟-𐀪-,pe-ri-,,,
𐀟-𐀪-𐀳-𐀄,pe-ri-te-u,,TBD Appears as ku-ru-me-no-jo  o-ka  pe-ri-te-u  wo-ne-wa  a-ti-ja-wo  e-ru-ta-ra  o-*34-ta  [[me-ta-pi-jo]]  ke-ki-de  VIR 50 on PY An 654. KN C: mo-ro-qa,
𐀟-𐀬-𐀯-𐀝-𐀺,pe-ru-si-nu-wo,,last years,
𐀟-𐀬-𐀯-𐁅,pe-ru-si-nwa,,'•feminine and neuter plural last year''s ⇔ περυσῖνός (Aristophanes 5th-4th cent. BCE) •alt. spelling of pe-ru-si-nwa •genitive plural feminine of pe-ri-si-nwa •neuter singular of pe-ri-si-nwa •defective spelling of pe-ri-si-nu-wo ',
𐀟-𐀵-𐀜,pe-to-no,,•Hither Province town Shelmerdine 1973: in a special town division with me-ta-pa and pi-*82 Toponym: pe-to-no Allative: pe-to-no-de Ethnics: pe-ti-ni-jo  Shelmerdine Cynthia 1973 American Journal of Archaeology (AJA) 79 “The Pylos Ma tablets reconsidered”,
𐀠-𐀠-𐀶-𐀙,pi-pi-tu-na,,•theonym ending ⇔ Δίκτυννα ,
𐀠-𐀠-𐀶-𐀙,pi-pi-tu-na,,goddess name,
𐀠-𐀪-𐀊-𐀃,pi-ri-ja-o,,lintel,
𐀠-𐀪-𐀋,pi-ri-je,,'•perhaps ''saw'' ⇔ πρίων ',
𐀠-𐀪-𐀋-𐀳,pi-ri-je-te,,'•''cutler'' ⇔ pi-ri-je pi-ri-te; πριοτήρ ⇔ (*-te *-te-re) a-de-te-re a-ke-te-re a3-te-re ko-re-te-re ma-te-re ra-pte-re tu-ka-te-re Parallel to a-de-te-re and ra-pte-re on PY An 207+. •nominative dual of pi-ri-je-te •dative singular of pi-ri-je-te ⇔ (*-te *-te-re *-te-si) ra-pte tu-ka-te •dative plural of pi-ri-je-te ',
𐀠-𐀪-𐀋-𐀳,pi-ri-je-te,,ivory worker,
𐀠-𐀪-𐀳,pi-ri-te,,'•misspelling of pi-ri-je-te or ''saw'' ⇔ πριστήρ Appears as a-mi-to-no / pi-ri-te  a-ra-ru-wo-a on KN Ra 1543+. PUG: KN Ra ',
𐀠-𐀴-𐁊-𐀸-𐀭,pi-ti-ro2-we-sa,,•decorated with feather pattern? ⇔ πτίλον ,
𐀡-ge-𐀹-𐀊,po-ge-wi-ja,,headstall,
𐀡-𐀃-𐀁-𐀐-𐀳-𐀪-𐀊,po-o-e-ke-te-ri-ja,,pokers nippers,
𐀡-𐀅,po-da,,libation,
𐀡-𐀅-𐀒,po-da-ko,,•name of ox ⇔ Πὀδαργος + connective enclitic qe ,
𐀡-𐀏,po-ka,,'•''fleeces'' ⇔ πόκαι Killen 1962: TBD  Killen J.T. 1962 TBD',
𐀡-𐀑-𐀫-𐀝-𐀏,po-ki-ro-nu-ka,,•with many-coloured o-nu-ka ,
𐀡-𐀑-𐀫-𐀝-𐀏,po-ki-ro-nu-ka,,with different nails,
𐀡-𐀓-𐀲,po-ku-ta,,'Melena 1975 [occupational] abbreviated to po Ruijgh 2011 1992: ''breeder of small livestock'' •class of men  McArthur Jennifer 1993 Suplementos a MINOS núm. 9 Place-Names in the Knossos Tablets Identification and Location Melena José 1975 Suplementos a MINOS núm. 5 Studies on some Mycenaean inscriptions from Knossos dealing with textiles Ruijgh C.J. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Mycenaean and Homeric Language Ruijgh C.J. 1992 Mykenaïka po-ku-ta et po-ku-te-ro dérivés de *poku ''petit bétail''',
𐀡-𐀓-𐀳-𐀫,po-ku-te-ro,,•adjective of po-ku-ta ,
𐀡-𐀕,po-me,,shepherd,
𐀡-𐀕-𐀚,po-me-ne,,shepherd,
𐀡-𐀛-𐀑-𐀊,po-ni-ki-ja,φοῖνῐξ,purple phoenix,
𐀡-𐀛-𐀑-𐀍,po-ni-ki-jo,φοῖνῐξ,'red-colouring agent for perfume if it is to be identified with alkanet or of hertis if this was the name of henna  likely a red dying substance [ (Foster 1977) ] but it is not certain that the people of [ the KN Bg ] text were involved in dying or similar activities. Erard-Cerceau 1990: TBD Foster 1977: red dye Melena 1976: rubia tinctorum plant used as a dye •spice palm tree purple  crimson ⇔ φοινίκιος •painted crimson purple phoenix griffin  (editors Yves Duhoux and Anna Morpurgo Davies)   Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World (editors Yves Duhoux and Anna Morpurgo Davies) Mycenaean Anthology Erard-Cerceau I. 1990 Studi micenei ed egeo-anatolici (SMEA) 28 Végétaux parfums et parfumeurs à l''époque mycénienne Foster E.D. 1977 Minos vol. 16 po-ni-ki-jo in the Knossos Tablets Reconsidered Melena José 1976 Estudios Clásicos 77-78 La producción de plantas aromáticas en Cnoso',
𐀡-𐀛-𐀑-𐀍,po-ni-ki-jo,φοῖνῐξ,palm tree,
𐀡-𐀢-𐀩-𐀊,po-pu-re-ja,purpur,'•''purple'' ⇔ πορφύρεος? •nominative plural masculine of po-pu-re-ja? •nominative dual feminine of po-pu-re-ja? TELA+PU: KN L ',
𐀡-𐀣,po-qa,fork?,•probably for eating food ⇔ φορβή ,
𐀡-𐀣,po-qa,,grazing feed,
𐀡-𐀤-𐀹-𐀊,po-qe-wi-ja,,•halters ⇔ φορβειά •dative plural of po-qe-wi-ja ,
𐀡-𐀩-𐀜-𐀿-𐀳-𐀪-𐀊,po-re-no-zo-te-ri-ja,,' festival name in -te-ri-jo (cf. Anthestēria1 Pluntēria2) ''girding of persons offered to a deity''? •if po-re-no + zo-te-ri-ja zo-te-ri-ja might then be tsōtēria (σωτήρια) ''ransom of victim prisoner or the like''. (see reference for further discussion of problems with this) 1 Ἀνθεστήρια: Feast of Flowers 3-day festival of Dionysus 2 Πλυντήρια: Athenian festival in which the clothes of Athena''s statue were washed  Hiller Stefan 2011 A Companion to Linear B: Mycenaen Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) Religion and Cult',
𐀡-𐀪-𐀷,po-ri-wa,πολιός >  φαιός ,'•''grey'' ⇔ πολιός “welk”',Romanian: brumăriu ប្រផេះ prɑpʰeh  ಬೂದು būdu боз boz φαιός > weiß? Lithuanian: pilkas “welk”
𐀡-𐀫,po-ro,'πῶλος pôlos, Latin pullus Albanian pelë “mare” 𓄤 𓂋 𓏏 𓃒 𓏥 parade פָּרָה [pará](cow) > bull',foals,
𐀡-𐀫-𐀉-𐀔-𐀳,po-ro-du-ma-te,poly-Dumat Don?,deputy du-ma •dative singular of an obscure title see du-ma ,
𐀡-𐀫-𐀒-𐀷,po-ro-ko-wa,,' liquid allowance advanced ⇔ προβολή ''advanced'' •outpouring ⇔ προχοή ''river-mouth outpouring'' libations pouring ',
𐀡-𐀫-𐀹-𐀵,po-ro-wi-to,,name of a month,
𐀡-𐀫-𐀹-𐀵-𐀍,po-ro-wi-to-jo,'𓉐 𓂋 𓏏 𓇳 Peret, Partir',month name,
𐀡-𐀬-,po-ru-,,,
𐀡-𐀬-𐀅-𐀔-𐀳,po-ru-da-ma-te,,•variant spelling of po-ro-du-ma-te? ,
𐀡-𐀬-𐀡-𐀆,po-ru-po-de,poly-pode,octopus,
𐀡-𐀮-𐀅-𐀃,po-se-da-o,,'Poseidon ⇔ Ποσειδάων •theonym Ποσειδάων ''Poseidon'' Duhoux 2011: dative ''for Poseidon'' •dative of po-se-da-o •genitive of po-se-da-o •variant dative of po-se-da-o  ',
𐀡-𐀯-𐀅-𐀂-𐀋-𐀄-𐀯,po-si-da-i-je-u-si,,' priests in the sanctuary of Poseidon? ⇔ [[po-si-da-i-jo]] •''for the priests of Poseidon''?  ',
𐀡-𐀯-𐀅-𐀂-𐀋-𐀄-𐀯,po-si-da-i-je-u-si,,persons pertaining to the shrine of posidaeon,
𐀡-𐀯-𐀅-𐀂-𐀍,po-si-da-i-jo,,temple of poseidon,
𐀡-𐀯-𐀐-𐀳-𐀩,po-si-ke-te-re,,'•class of men: ''suppliants'' is an unlikely meaning perhaps ''newcomers''? ⇔ ἰκέτης ',
𐀡-𐀰-𐀨-𐀒,po-so-ra-ko,,man responsible for the metal melting furnace,
𐀡-𐀰-𐀩-𐀊,po-so-re-ja,пу́ша púša > пушек pušek *pušiti pusten,smoke,'పొగ poga <>  paoa, ponguru <> 𐎖𐎉𐎗 qṭr ? '
𐀡-𐀴-𐀛-𐀊,po-ti-ni-ja,𓊪 𓐍 𓏏 𓃭 | (divinity) lion goddess | Pokrates,mistress,
𐀡-𐀴-𐀫,po-ti-ro,boaters,sailors,
𐀢-𐀏-𐀲-𐀪-𐀊,pu-ka-ta-ri-ja,,'''cloak''? ⇔ πτυκός πυκνός   by way of its purple / crimson colouring and evidence from Homer •description of TELA+PU; ''of double thickness folded''? ',
𐀢-𐀨-𐀄-𐀵-𐀫,pu-ra-u-to-ro,,tongs,
𐀢-𐀨-𐀄-𐀵-𐀫,pu-ra-u-to-ro,pyro-torong,'•''fire-tongs'' ⇔ πύραυστρα=πυράγρα πύραυστρον ',
𐀢-𐀏-𐀺,pu-ka-wo,pyro…,'•''fire-kindlers'' a religious title? ⇔ πυρκαεύς ''pyre'' (Iliad VII.428+) ⇔ πυρίκαοι Appears as pi-[.]-te  pu-ka-wo VIR 3 [ on PY An 427. VIR: PY An ',
𐀢-𐀒-𐀺,pu-ko-wo,pyro…,the guardian of the fire,
𐀢-𐀒-𐀰,pu-ko-so,,'(as pu-ko-so e-ke-e) •''with box-wood supports'' ⇔ πύξος ',
𐀢-𐀲,pu-ta,phyto,•young plants ⇔ φυτόν (Iliad VI 195+) ,
